"SqFt","OpenHours","WorkersCnt","ComputersCnt","IsBank","CooledPercent","CDD65","SOURCE_EUI","SourceEnergy","FINALWT","SourceEnergyLog"
-97662.98,-2.3,-224.33,-321.04,"No",9.64,1416.92,402.55,2536088.45,17.19,14.75
-90462.98,-22.3,-214.33,-306.04,"No",-5.36,1186.92,68.52,925075.2,657.71,13.74
-101862.98,-27.3,-232.33,-327.04,"No",9.64,382.92,73.58,154515.2,1451.62,11.95
596037.02,-2.3,1265.67,2019.96,"No",-5.36,-1597.08,99.62,69731677,23.72,18.06
-63962.98,-19.3,-184.33,-279.04,"Yes",-15.36,376.92,368.59,14743569.05,226.83,16.51
-93462.98,-12.3,-209.33,-300.04,"No",-15.36,234.92,649.22,6816810.35,692.22,15.73
-95662.98,-2.3,-207.33,-295.04,"No",9.64,-117.08,122.72,1018586.8,48.84,13.83
-60962.98,-22.3,-184.33,-271.04,"No",9.64,-1437.08,94.78,4075445.28,499.12,15.22
-39962.98,-7.3,-134.33,-239.04,"No",9.64,-29.08,77.98,4990579.97,212.43,15.42
-95062.98,-17.3,-229.33,-324.04,"No",9.64,-731.08,108.47,965393.45,964.6,13.78
52037.02,42.7,565.67,799.96,"No",-9.36,-1119.08,149.62,23340582.63,64.6,16.97
-33962.98,-2.3,15.67,-157.04,"No",-10.36,-810.08,155.32,10872615.6,233.3,16.2
-99112.98,-22.3,-225.33,-318.04,"No",9.64,54.92,75.37,365531.6,1807.46,12.81
-29962.98,-1.3,-6.33,-129.04,"No",9.64,3247.92,132.19,9782157.87,48.84,16.1
-102462.98,-22.3,-230.33,-323.04,"No",9.64,393.92,170.9,256343.85,1117.74,12.45
-95962.98,-22.3,-214.33,-309.04,"No",9.64,-941.08,64.69,517531,1390.87,13.16
186037.02,-2.3,640.67,845.96,"No",9.64,2674.92,150.43,43625674.4,23.72,17.59
-88712.98,-22.3,-230.33,-320.04,"No",9.64,333.92,59.51,907525.5,365.06,13.72
-79212.98,-12.3,-199.33,-305.04,"No",-20.36,357.92,154.92,3834375.65,23.72,15.16
-97462.98,-8.3,-228.33,-318.04,"Yes",9.64,-921.08,212.12,1378775.65,1868.4,14.14
-97962.98,-18.3,-230.33,-321.04,"No",9.64,-13.08,24.01,144068.4,1791.31,11.88
-99362.98,105.7,-231.33,-321.04,"No",9.64,-1221.08,97.45,448255.5,1667.76,13.01
-56962.98,-14.3,-34.33,-105.04,"No",9.64,-137.08,144.6,6796269.2,639.72,15.73
-102961.98,-22.3,-232.33,-326.04,"Yes",9.64,77.92,515.7,516210.8,1807.46,13.15
596037.02,-2.3,1265.67,1119.96,"No",-70.36,-1589.08,104.16,72915317.44,10.86,18.1
-95962.98,27.7,-226.33,-321.04,"No",9.64,1619.92,311.95,2495594.15,48.84,14.73
-97262.98,-22.3,-219.33,-314.04,"No",9.64,-186.08,66.6,446219.2,365.06,13.01
96037.02,-22.3,365.67,584.96,"No",-10.36,-217.08,189.56,37912970.9,17.18,17.45
-85462.98,9.7,-184.33,-260.04,"No",-15.36,-1183.08,299.11,5533503.85,158.3,15.53
496037.02,105.7,82.67,75.96,"No",-30.36,-241.08,244.57,146739016.4,84.06,18.8
-100762.98,-17.3,-226.33,-315.04,"No",9.64,-871.08,70.64,226047.5,1868.4,12.33
-101962.98,-17.3,-230.33,-324.04,"No",9.64,427.92,197.64,395271.45,1868.4,12.89
-60462.98,-20.3,-204.33,-285.04,"No",-15.36,-232.08,126.24,5491399.2,751.73,15.52
-91962.98,-22.3,-229.33,-314.04,"No",9.64,-91.08,99.93,1199186.8,440.05,14
42037.02,-17.3,315.67,206.96,"No",9.64,1861.92,361.08,52718395.94,64.98,17.78
-100462.98,-17.3,-222.33,-320.04,"No",9.64,-287.08,109.08,381783.5,1807.46,12.85
14037.02,-12.3,165.67,1035.96,"No",-0.36,-620.08,245.56,28976375.5,148.3,17.18
-102462.98,-30.3,-230.33,-325.04,"Yes",9.64,-393.08,189.45,284178.3,1522.98,12.56
80037.02,-7.3,665.67,573.96,"No",9.64,-1489.08,142.83,26281142.01,50.32,17.08
-90962.98,7.7,-199.33,-228.04,"No",9.64,917.92,189.44,2462656.35,1162.26,14.72
