"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","WKHRS","NWKER","COOK","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","RFGSTO","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","RFGSTP","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","RFGRES","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","RFGRSN","RFGCOMPN","RFGWIN.1","RFGOPN.1","RFGCLN.1","RFGVNN.1","ZWKHRS","ZNWKER","ZRFGWIN","ZCOOLP","ZHEATP","HEATP.1","FURNP","PKGHP","BOILP","STHWP","HTPHP","SLFCNP","OTHTP","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI"
96000,1,NA,NA,NA,12,112,25,2,76,80,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,15,2,NA,NA,12,0,5,2,17,14,1,2796,1965,1,42,25,48.841044419,5183999,4963624,220375,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,15,2,0,0,9,0,0,76,NA,NA,75,NA,NA,25,NA,13898147.2,231393.75,NA,NA,14129540.95,147.18,54
10000,2,NA,NA,NA,12,84,8,1,100,100,2,2,2,2,1,1,2,2,4,15,6,3,1,NA,2,0,3,2,NA,3,1,6469,199,1,14,6,1461.8570616,1474001,1474001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,4,15,6,3,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,10,4127202.8,NA,NA,NA,4127202.8,412.72,147.4
14750,1,NA,NA,NA,12,168,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,1,0,1,0,NA,4,NA,6573,871,2,42,25,1162.262962,1822136,1676483,145653,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,3,NA,0,1,9,0,0,100,NA,100,NA,NA,NA,NA,NA,4694152.4,152935.65,NA,NA,4847088.05,328.62,123.53
146000,1,NA,NA,NA,12,168,65,1,100,100,2,1,2,2,2,2,2,2,12,65,25,8,NA,NA,25,0,6,15,14,33,NA,399,5603,2,42,25,847.37020606,15922668,15922668,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,12,65,25,8,0,0,1,0,0,100,NA,100,NA,NA,NA,NA,NA,44583470.4,NA,NA,NA,44583470.4,305.37,109.06
85000,2,1,NA,NA,11,90,25,1,100,100,1,2,2,1,2,1,2,1,7,93,53,2,1,30,5,0,0,1,2,8,1,3896,1556,1,42,25,365.05873439,20534643,16733533,3801110,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,7,93,53,2,0,0,1,0,1,100,NA,100,NA,NA,NA,NA,NA,46853892.4,3991165.5,NA,NA,50845057.9,598.18,241.58
6300,1,NA,NA,NA,12,50,1,2,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,3009,1906,NA,42,25,1868.403437,176549,93011,83538,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,260430.8,87714.9,NA,NA,348145.7,55.26,28.02
180000,1,NA,NA,NA,12,84,45,1,100,100,1,1,2,1,1,1,2,2,12,65,25,3,3,NA,25,0,15,2,50,33,4,1461,2541,1,42,25,639.7223438,11848493,10240678,1607815,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,10,12,65,25,3,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,28673898.4,1688205.75,NA,NA,30362104.15,168.68,65.82
265000,1,NA,NA,NA,12,168,50,1,100,80,2,2,2,1,2,1,2,2,7,93,53,3,1,NA,42,1,10,1,20,57,2,7012,687,1,42,25,52.146233763,34045760,23682689,9699473,663598,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,7,93,53,3,0,1,0,0,0,100,NA,100,NA,NA,NA,NA,NA,66311529.2,10184446.65,670233.98,NA,77166209.83,291.19,128.47
12250,4,NA,NA,NA,12,57,3,2,85,38,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,0,NA,1,NA,4787,1231,1,42,25,857.77359907,307200,127107,180093,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,0,0,9,0,0,85,NA,99,NA,NA,NA,1,NA,355899.6,189097.65,NA,NA,544997.25,44.49,25.08
50000,1,NA,NA,NA,12,56,5,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,4,1,4,0,NA,3,1,4956,1446,2,42,25,281.10925465,1935940,897922,1038018,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1,NA,NA,NA,1,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,2514181.6,1089918.9,NA,NA,3604100.5,72.08,38.72
50000,2,NA,NA,NA,12,168,40,1,100,70,1,2,2,1,1,1,2,1,9,45,35,NA,1,15,8,2,6,3,1,17,NA,2527,665,2,14,6,532.96366558,11173593,8209600,2963993,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,9,45,35,NA,0,0,0,0,0,100,NA,70,NA,NA,NA,30,50,22986880,3112192.65,NA,NA,26099072.65,521.98,223.47
138000,1,NA,NA,NA,12,96,50,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,50,0,4,1,1,19,NA,3114,1201,1,42,25,144.55799843,7994028,7650475,NA,343553,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,3,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,21421330,NA,346988.53,NA,21768318.53,157.74,57.93
31000,4,1,NA,NA,12,50,40,1,NA,100,2,1,2,2,2,2,2,2,1,3,2,NA,1,NA,30,5,20,3,10,4,NA,84,4373,1,42,25,692.22122089,2425158,2013210,411948,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,3,2,NA,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,5636988,432545.4,NA,NA,6069533.4,195.79,78.23
10000,1,NA,NA,NA,12,48,10,2,50,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,5,0,1,NA,NA,7636,774,NA,42,25,918.02992474,429916,262226,167690,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,50,NA,100,NA,NA,NA,NA,NA,734232.8,176074.5,NA,NA,910307.3,91.03,42.99
128000,1,NA,NA,NA,12,98,62,1,100,100,2,1,2,2,2,2,2,2,5,2,41,3,NA,NA,30,0,7,0,20,28,NA,4214,860,2,42,25,445.73119547,10442249,7047039,3395210,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,5,2,41,3,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,19731709.2,3564970.5,NA,NA,23296679.7,182.01,81.58
118000,1,NA,NA,NA,12,168,205,1,100,100,1,1,2,2,2,2,2,2,2,NA,10,NA,NA,NA,30,5,12,4,3,16,4,4934,1151,2,42,25,59.086012057,9285025,7970360,1314665,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,10,NA,0,0,0,1,1,100,NA,100,NA,NA,NA,NA,NA,22317008,1380398.25,NA,NA,23697406.25,200.83,78.69
35000,1,NA,NA,NA,12,60,25,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,18,0,5,0,3,3,2,3211,1910,1,42,25,665.40891804,1750565,1390687,359878,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,1,0,0,9,0,0,100,100,100,NA,NA,NA,NA,NA,3893923.6,377871.9,NA,NA,4271795.5,122.05,50.02
9000,1,NA,NA,NA,12,90,12,1,100,100,1,2,2,2,2,2,2,2,1,1,NA,NA,1,NA,6,0,4,0,3,4,NA,87,4429,2,42,25,1834.9655411,495115,495115,NA,NA,NA,2,14,16,NA,45,55,NA,NA,NA,2,2,2,2,NA,NA,1,1,NA,NA,0,0,0,0,0,100,NA,NA,NA,NA,100,NA,NA,1386322,NA,NA,NA,1386322,154.04,55.01
11500,1,NA,NA,NA,12,55,7,2,100,50,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,0,1,0,NA,6,NA,4358,1631,2,42,25,1117.7421223,629457,446494,182963,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,1250183.2,192111.15,NA,NA,1442294.35,125.42,54.74
6000,1,NA,NA,NA,12,81,3,1,100,NA,1,2,2,2,1,2,2,2,3,NA,6,NA,1,NA,1,0,1,1,NA,2,NA,5742,277,2,14,6,1667.7551609,1176034,816669,359365,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,3,NA,6,NA,0,0,0,9,0,100,NA,100,NA,NA,NA,NA,NA,2286673.2,377333.25,NA,NA,2664006.45,444,196.01
95000,1,NA,NA,NA,12,74,60,2,100,75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12,0,5,1,16,17,1,5351,884,1,42,25,249.44526964,3069342,1906274,1163068,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,NA,NA,NA,NA,NA,1,1,9,0,0,100,NA,100,NA,NA,NA,NA,NA,5337567.2,1221221.4,NA,NA,6558788.6,69.04,32.31
48000,2,1,NA,NA,12,85,25,2,65,65,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,5,0,4,1,5,8,NA,1393,583,1,42,25,158.29956057,1922079,1922079,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,4,0,0,9,0,0,65,NA,100,NA,NA,NA,NA,NA,5381821.2,NA,NA,NA,5381821.2,112.12,40.04
205000,1,NA,NA,NA,12,168,125,1,95,95,2,1,2,2,2,2,2,2,12,62,35,1,3,NA,40,0,7,0,24,200,5,4025,1432,2,42,25,247.69461038,21575156,17442356,4132800,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,12,62,35,1,0,1,1,0,0,95,NA,100,NA,NA,NA,NA,NA,48838596.8,4339440,NA,NA,53178036.8,259.41,105.24
