FACILID,FACSIZE,CHAIN,own2,occu_cat,perroom1,perroom2,perapt1,perapt2,unitmicro,unitcook,unitoven,unitfrig,unitsink,unitlock,unitfull,unithalf,KITCHEN,resspou2,rcfyear2,RCFBUILT,smokeres2,smokercf2,wateres2,watercf2,GRABRCF,wheelrcf2,callres2,wheelres2,WHEELBAT,grabath2,RESPITE,ADULTDAY,anyddmi,RISKAGRE,RISKOTH,LGFURN,smfurn2,PETRCF,PETRES,carpark2,MEDICAID,resmed2,WAITLIST,waitnum2,waitdays2,movein2,DIED2,moveout2,movehosp2,movenh2,movercf2,movepriv2,moveothp2,movecost2,rnhour2,lpnhour2,aidehour2,acthour2,dirhour2,rnhppd2,lpnhppd2,aidehppd2,CONTRACT,VOLWORK,volnum2,VOLOFFIC,VOLHOME,VOLPERS,VOLTRAN,VOLVISIT,VOLFAM,VOLRELIG,VOLMEAL,VOLSHOP,VOLREC,VOLEXER,VOLOTHER,resvol2,nightstf2,dirnum2,rnnum2,lpnnum2,aidenum2,dirleft2,rnleft2,lpnleft2,aideleft2,FLUSTAFF,FLUST_IMP,VACRECOM,VACSITE,VACFREE,VACCOST,VACINCEN,VACPROF,VACFURLO,VACMAIN,PNEUMAIN,PANDEMIC,TRAINAID,trainhrs2,HOUSEKP,JANITOR,FOODPREP,HELPREC,HELPLAUN,HELPTRAN,anytask,HIFAM,HIAIDE,LIFEAIDE,PENSAIDE,PAYPREM,FORMFUNC,physcog2,INDSERV,EHRS,COMPUTER,ITDEM,ITMDINFO,ITFUNC,ITSERPLN,ITNOTE,ITPROB,ITRXADM,ITRXLIST,ITALLERG,ITPRESC,ITCONTRA,ITORDER,ITVIEW,ITREMIND,ITDISCH,ITPUBLIC,anyitcap,ITMD,ITNH,ITHOSP,ITPHARM,ITLAB,ITLTC,ITPERS,ITPHR,ITCORP,itanyexch,PDA,HISPN_IMP,reshisp2,GENDER_IMP,resmale2,resfemale2,AGE_IMP,reslt55,reslt65,reslt75,reslt85,resge85,RACE_IMP,reswhite2,resblack2,resother2,resmem2,urincont2,bedchair2,wheelchr2,bedhelp2,eathelp2,medhelp2,walkhelp2,bathhelp2,demwing2,perdembed2,perdemres2,DEMLOCK,DEMWATCH,DEMYARD,DEMRATIO,DEMTRAIN,ADEMER,DCEMER,ADCOG,DCCOG,ADBEH,DCBEH,ADSNC,DCSNC,ADMON,DCMON,ADURINE,DCURINE,ADFECES,DCFECES,ADLIFT,DCLIFT,ADDRUG,DCDRUG,ADEOLC,DCEOLC,ADOTH,DCOTH,SERVDIET,STAFDIET,SERVNURS,STAFNURS,SERVBHM,STAFBHM,SERVOUT,STAFOUT,SERVCONT,STAFCONT,SERVAPPT,STAFAPPT,SERVSTOR,STAFSTOR,SERVCOUN,STAFCOUN,SERVCASE,STAFCASE,SERVOCC,STAFOCC,SERVPT,STAFPT,SERVWORK,STAFWORK,SERVEDU,STAFEDU,CABLETV,PHONE,INTERNET,PUBNET,AMPHONE,TDD,LISTEN,SIGNAL,BOARD,OTHEAR,MEDSTORE,MEDMIND,MEDDELIV,MEDHAND,MEDTAKE,MEDCUE,MEDDROP,MEDIV,MEDINJ,MEDOTH,RNHAND,LPNHAND,CERTHAND,AIDEHAND,DIRHAND,RNADM,LPNADM,CERTADM,AIDEADM,DIRADM,PERSLIC,DRMEDS,RESTRAIN,DRUGBEH,RATETYPE,FFSTYPE,DEPOSIT,PRIORFEE,costapt1,costapt1a,costapt2,costapt2a,costrm1,costrm1a,costrm2,costrm2a,SNSBAS,SNSEX,CONTBAS,CONTEX,APPTBAS,APPTEX,OCCBAS,OCCEX,PTBAS,PTEX,PRIVNURS,mealsbas2,MEALTIME,MEALROOM,RESNOENG,SPEAKLAN,FAMHELP,HANDSIGN,OTHCOMM,FACRESP,totalfac2,certif_comb,thisfac2,DIRGEND,dirage2,DIRHISP,DIRWHITE,DIRBLACK,DIRASIAN,dirother,dired2,msa2,PUFSTRATA,PUFPOPFAC,FACFNWT
2078,2,1,1,3,88.2,11.8,0,0,75,25,25,75,75,75,75,25,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,-1,1,1,1,2,1,2,-1,1,2,180,5,2,2,5,5,5,95,5,5,0,0,392,80,20,1,1,5,2,1,4,2,2,2,2,1,2,1,1,2,1,2,2,95,2,3,0,0,15,2,0,0,6,8,2,1,1,1,2,2,2,2,1,1,3,1,2,1,1,1,1,1,2,1,1,-1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,0,2,31.3,68.8,2,25,25,75,25,25,2,100,0,0,0,3,5,3,5,5,1,4,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,-1,2,-1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,-1,-1,-1,-1,3500,-1,3500,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,48,1,12,1,3,2,1,2,2,2,1,1,11,2516,9
2079,3,2,2,4,0,100,0,0,25,25,25,25,25,25,25,75,2,0,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,-1,2,-1,-1,21,1,4,5,17.4,34.8,5,47.8,5,40,40,226,40,0,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1,12,0,0,0,10,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,-1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,52.1,47.9,2,37,25,25,25,25,2,97.2,2.8,0,2.8,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,-1,1,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,1200,-1,1,2,1,2,1,2,-1,-1,-1,-1,2,2,1,1,2,-1,-1,-1,-1,2,-1,2,120,1,3,2,1,2,2,2,3,2,5,2908,12
2080,2,1,1,4,50,50,0,0,25,25,25,25,25,25,25,75,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,-1,1,1,2,2,1,1,43.5,2,-1,-1,15,1,4,7.7,92.3,5,5,5,5,0,39,606,0,47,1,3,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,1,15,0,1,0,12,7,2,1,1,1,2,2,1,1,5,5,3,1,4,1,1,1,1,1,1,1,1,-1,2,1,1,1,1,1,1,-1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,13,87,2,25,25,25,39.1,60.9,2,100,0,0,95,1,5,5,2,1,1,5,1,1,2,2,1,2,1,1,1,2,3,1,2,1,2,2,1,1,2,1,2,1,2,2,3,3,2,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,-1,-1,-1,-1,4500,4500,3500,3500,-1,-1,1,2,1,2,-1,-1,1,2,1,2,2,2,2,-1,-1,-1,-1,2,-1,1,36,2,2,2,1,2,2,2,2,2,11,2516,5
2081,1,2,1,1,75,25,0,0,25,25,25,25,25,75,25,25,1,0,2,1,1,1,2,2,1,2,1,2,3,1,2,1,1,1,-1,2,1,2,2,1,1,66.7,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,39,0,56,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,8,2,1,2,2,2,2,2,2,4,4,3,1,3,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,33.3,25,33.3,33.3,2,25,0,5,33.3,5,5,5,5,5,1,5,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,3,1,1,1,2,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,-1,-1,-1,-1,1500,-1,1380,-1,-1,-1,1,2,1,2,-1,-1,-1,-1,1,2,1,1,1,2,1,1,2,1,300,1,120,2,3,2,2,2,1,2,2,1,4,9825,35
2082,2,2,1,3,0,100,0,0,25,25,25,25,25,25,25,33.3,1,0,2,2,1,2,2,2,1,1,3,1,2,1,2,2,2,2,2,2,1,1,1,1,1,23.5,2,-1,-1,2,1,1,5,5,95,5,5,5,0,0,39,1,1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,6,1,0,0,3,1,2,2,2,2,2,2,2,2,4,4,1,1,2,2,2,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,11.8,88.2,2,25,25,25,25,75,2,100,0,0,52.9,2,5,4,5,5,1,2,4,2,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,1,2,2,3,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,1300,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,2,2,1,1,2,-1,-1,-1,-1,1,72,1,12,2,2,2,1,2,2,2,1,1,11,2516,5
2083,3,1,1,1,0,0,76.4,23.6,69.4,75,75,75,75,75,75,25,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,20,1,10,30.4,22,3,2,5,95,5,5,5,5,72,46,120,40,80,4,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,3,7,2,0,0,3,4,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,-1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,22.6,77.4,2,25,25,25,32.3,67.7,2,100,0,0,32.3,5,5,5,5,5,1,5,4,2,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,2,1,2,3,1,2,1,2,1,2,2,1,3,3,1,2,2,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,2,-1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,4100,-1,3500,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,2,-1,1,19,2,2,2,1,2,2,2,4,2,2,872,6
2084,4,1,2,2,0,0,98.5,1.5,75,25,25,75,75,75,67.2,32.8,1,2.7,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,-1,1,1,2,1,1,2,-1,2,-1,-1,10,6,2,5,5,95,5,5,5,0,120,680,40,40,1,3,2,2,1,4,2,2,2,2,1,2,1,2,2,1,1,1,26.7,3,3,0,4,15,2,0,0,4,6,2,1,1,1,2,2,2,2,4,4,3,1,4,1,2,1,1,1,1,1,1,-1,1,1,1,1,2,1,1,-1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,0.1,2,13.3,86.7,2,25,25,25,40,60,2,95.3,2,2.7,53.3,2,5,5,2,4,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,3,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,3800,-1,3500,-1,-1,-1,-1,-1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,-1,1,30,1,2,2,2,2,1,2,1,-8,9,682,11
2085,3,2,1,3,88.9,11.1,0,0,25,25,25,25,25,73,73,27,1,4.5,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,20,1,10,180,23,6,3,5,57.1,14.3,28.6,5,5,80,40,840,80,0,3,2,4,2,1,4,2,2,2,2,2,2,1,2,2,1,2,2,0,3,1,1,1,15,0,0,0,12,4,2,2,1,1,2,2,2,1,1,4,3,1,2,2,2,2,2,1,2,1,1,-1,1,1,1,1,2,1,1,-1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,0,2,28.8,71.2,2,25,25,25,25,75,2,100,0,0,13.6,4,5,3,3,4,1,4,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,2,3,1,2,1,2,1,2,1,2,2,2,2,3,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,2,1,2,2,-1,2,-1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,-1,-1,-1,-1,3125,-1,3500,-1,-1,-1,1,2,-1,-1,2,1,2,1,1,2,2,1,2,-1,-1,-1,-1,1,133,1,73,2,2,2,1,2,2,2,3,1,10,3778,10
2086,3,2,1,4,0,100,0,0,25,25,25,25,25,25,25,25,2,0,2,2,1,1,1,1,1,1,1,2,3,1,2,2,1,2,2,2,2,2,2,1,1,75,1,1,30.4,12,3,2,5,5,66.7,5,33.3,5,0,0,200,0,50,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,5,0,0,0,1,8,2,1,2,2,2,2,2,2,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0.1,2,76.9,23.1,2,75,25,25,25,25,2,88.5,7.7,3.8,1.9,5,5,5,5,5,4,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,2,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,1200,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,2,2,1,1,2,-1,-1,-1,-1,1,92,1,80,2,3,2,2,2,1,2,4,1,1,1789,10
2087,3,1,1,4,0,0,100,0,75,25,25,75,75,75,75,25,2,0,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,1,2,1,1,2,-1,1,1,45.4,5,1,2,5,80,20,5,5,5,40,0,252,35,0,3,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,0,15,0,0,0,2,7,2,1,1,1,2,2,2,2,1,5,3,1,4,1,2,2,1,1,1,1,1,-1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,20,80,2,25,25,25,36,60,2,100,0,0,0,5,4,4,5,5,2,4,5,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,2,3,3,3,3,3,3,3,2,1,2,1,3,3,3,3,2,2,1,1,2,-1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,4500,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,2,120,1,2,2,1,2,2,2,4,2,10,3778,9
2088,2,1,1,1,85.7,14.3,0,0,25,25,25,25,25,25,75,25,1,0,2,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,-1,2,1,2,2,2,2,-1,2,-1,-1,45,1,4,-8,5,-8,-8,95,5,8,11,714,0,50,3,3,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,2,15,0,0,1,12,7,2,2,1,2,1,2,1,1,4,4,3,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,1,-1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,100,0,2,75,25,25,25,25,2,100,0,0,0,4,5,3,3,4,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,-1,-1,-1,-1,4500,-1,3500,-1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,-1,-1,-1,-1,1,84,1,48,2,2,2,1,2,2,2,3,1,7,1539,7
2089,3,1,1,4,0,0,96,4,75,25,25,75,75,75,75,25,1,2.1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,-1,2,-1,-1,45,6,4,5,21.4,26.2,52.4,5,14.3,0,60,840,40,40,1,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,2,15,0,0,0,12,2,2,2,1,2,1,1,2,2,4,4,3,1,1,1,1,2,1,1,1,1,1,-1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,20.8,79.2,2,25,25,25,31.3,64.6,2,95.7,0,4.2,28.1,1,5,4,4,5,1,4,2,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,-1,2,2,1,2,1,2,1,3600,4200,3500,-1,-1,-1,-1,-1,2,1,2,1,1,2,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,1,36,2,2,2,1,2,1,2,3,1,9,682,10
2090,3,2,1,3,0,0,100,0,75,25,25,75,75,75,75,25,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,-1,1,1,1,1,1,1,26.1,1,5,180,11,1,1,-1,-1,-1,-1,-1,-1,0,0,418,42,80,1,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,0,0,15,1,0,0,3,7,2,1,1,1,1,2,2,2,4,3,3,1,3,1,1,2,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,28.3,71.7,2,25,25,25,37,63,2,100,0,0,50,2,5,5,5,5,1,3,4,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,-1,2,-1,2,-1,1,3,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,-1,3290,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,148,1,120,1,3,2,1,2,2,2,1,2,1,1789,10
2091,3,2,2,3,0,100,0,0,25,25,25,25,25,75,25,25,1,0,2,2,1,1,2,2,1,1,3,2,1,1,2,2,1,2,1,2,1,2,2,1,2,-1,1,10,180,5,1,3,57.1,28.6,5,14.3,5,14.3,0,28,280,0,80,1,2,3,2,1,4,2,2,2,1,1,2,1,2,1,1,2,2,95,1,3,0,1,9,2,0,0,8,3,2,1,2,2,2,2,2,2,4,4,3,1,3,1,1,1,1,1,2,1,1,-1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,58.8,41.2,2,25,75,25,25,25,2,94.1,5.9,0,0,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,-1,-1,-1,-1,-1,-1,1500,-1,-1,-1,1,2,2,1,-1,-1,-1,-1,1,2,2,1,2,-1,-1,-1,-1,1,156,1,12,1,1,2,1,2,2,2,4,1,10,3778,12
2092,1,2,1,4,25,75,0,0,25,25,25,25,25,25,25,25,2,0,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,75,2,-1,-1,1,1,1,5,95,5,5,5,5,0,0,39,0,40,1,1,1,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,95,1,1,0,0,1,0,0,0,0,8,2,1,2,2,2,2,2,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,50,50,2,25,25,25,62.5,25,2,50,25,0,0,2,5,5,4,4,1,4,5,2,-1,-1,-1,-1,-1,-1,-1,3,1,2,3,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,-1,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,2,2,-1,2,-1,2,-1,2,-1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,-1,-1,-1,-1,1500,-1,1200,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,2,2,1,1,1,1,2,2,2,1,88,1,88,2,2,2,2,1,2,2,1,1,8,2395,2
2093,4,1,1,2,0,100,0,0,75,25,25,75,75,75,75,25,2,11.9,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,-1,1,1,1,1,1,2,-1,1,2,60.8,45,6,4,5,25,16.7,41.7,16.7,25,50,112,840,60,20,2,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,4,15,0,0,0,2,2,2,2,1,2,2,2,2,2,3,3,3,1,3,1,2,2,1,2,1,1,1,-1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,40.5,59.5,2,25,25,25,51.2,45.2,2,98.8,1.2,0,95,2,5,3,3,5,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,2,3,1,2,2,2,3,2,1,2,2,3,3,3,2,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,-1,-1,-1,-1,-1,1,1,2,2,2,-1,1,2,1,1,1,2,1,-1,-1,-1,-1,-1,-1,2690,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,1,180,1,54,2,2,2,2,1,2,2,3,-8,12,611,11
2094,3,1,1,3,0,100,0,0,25,25,25,25,25,75,75,25,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,2,-1,2,-1,-1,40,6,4,6.9,5,27.6,41.4,20.7,20.7,50,120,756,80,50,3,4,4,2,1,4,2,2,2,2,1,2,1,2,2,1,2,2,87.5,3,3,1,4,15,0,0,1,11,7,2,1,1,1,2,1,2,2,4,4,3,1,2,2,2,2,1,2,2,1,1,-1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,28.9,71.1,2,25,25,25,25,72.5,2,100,0,0,95,3,5,4,2,3,1,4,1,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,-1,1,1,1,2,1,2,2,-1,2,-1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,-1,1,2,1,2,1,2,1,-1,-1,-1,-1,-1,-1,3500,3500,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,-1,-1,-1,-1,1,180,1,22,2,2,2,1,2,2,2,2,1,5,2908,12
